Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7;;;;;;;;;;;;;;
Objects_090_h;Objects;onions;{07722217} <noun.food> onion#3 -- (an aromatic flavorful vegetable);;;;;;;;;;;;;;;;;;;;
Objects_091_h;Objects;boiled eggs;{07840804} <noun.food> egg#2, eggs#1 -- (oval reproductive body of a fowl (especially a hen) used as food);{00616822} <adj.all> boiled#1, poached#1, stewed#1 -- (cooked in hot water);{07679356} <noun.food> bread#1, breadstuff1#1, staff of life#1 -- (food made from dough of flour or meal and usually raised with yeast or baking powder and then baked);"{07718472} <noun.food> cucumber#2, cuke#1 -- (cylindrical green fruit with thin green rind and white flesh eaten as a vegetable; related to melons)";;;;;;;;;;;;;;;;;
Objects_092_v;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);"{07555863} <noun.food> food#2, solid food#1 -- (any solid substance (as opposed to liquid) that is used as a source of nourishment; ""food and drink"")";;;;;;;;;;;;;;;;;;;
Objects_093_h;Objects;mushrooms;{13001041} <noun.plant> mushroom#1 -- (common name for an edible agaric (contrasting with the inedible toadstool));;;;;;;;;;;;;;;;;;;;
Objects_094_v;Objects;vegetables;{07707451} <noun.food> vegetable#1, veggie#1, veg#1 -- (edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant);{07722217} <noun.food> onion#3 -- (an aromatic flavorful vegetable);{07824702} <noun.food> paprika#2 -- (a mild powdered seasoning made from dried pimientos);{07714990} <noun.food> broccoli#2 -- (branched green undeveloped flower heads);;;;;;;;;;;;;;;;;
Objects_095_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);;;;;;;;;;;;;;;;;;;;
Objects_096_v;Objects;kiwifruit drink;"{07885223} <noun.food> drink4#1 -- (a single serving of a beverage; ""I asked for a hot drink""; ""likes a drink before dinner"")";{07763629} <noun.food> kiwi#3, kiwi fruit#1, Chinese gooseberry#2 -- (fuzzy brown egg-shaped fruit with slightly tart green flesh);{03438257} <noun.artifact> glass#2, drinking glass#1 -- (a container for holding liquids while drinking);;;;;;;;;;;;;;;;;;
Objects_097_h;Objects;sandwiches;{07695965} <noun.food> sandwich#1 -- (two (or more) slices of bread with a filling between them);"{07922764} <noun.food> cocoa2#1, chocolate2#1, hot chocolate#1, drinking chocolate#1 -- (a beverage made from cocoa powder and milk and sugar; usually drunk hot)";;;;;;;;;;;;;;;;;;;
Objects_098_v;Objects;carrots;"{07730207} <noun.food> carrot#3 -- (orange root; important source of carotene)";;;;;;;;;;;;;;;;;;;;
Objects_099_h;Objects;tea;"{07933274} <noun.food> tea#1 -- (a beverage made by steeping tea leaves in water; ""iced tea is a cooling drink"")";"{03147509} <noun.artifact> cup#1 -- (a small open container usually used for drinking; usually has a handle; ""he put the cup back in the saucer""; ""the handle of the cup was missing"")";;;;;;;;;;;;;;;;;;;
Objects_100_v;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);;;;;;;;;;;;;;;;;;;
Objects_101_h;Objects;cake;{07628870} <noun.food> cake#3 -- (baked goods made from or based on a mixture of flour, sugar, eggs, and fat);{13136556} <noun.plant> nut#1 -- (usually large hard-shelled seed);"{02881193} <noun.artifact> bowl1#1 -- (a round vessel that is open at the top; used chiefly for holding food or liquids;)";;;;;;;;;;;;;;;;;;
Objects_102_v;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07657903} <noun.food> steak#1 -- (a slice of meat cut from the fleshy part of an animal or large fish);{07820145} <noun.food> rosemary#2 -- (extremely pungent leaves used fresh or dried as seasoning for especially meats);;;;;;;;;;;;;;;;;;
Objects_103_h;Objects;French fries;{07711080} <noun.food> french fries#1, french-fried potatoes#1, fries#1, chips1#1 -- (strips of potato fried in deep fat);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);;;;;;;;;;;;;;;;;;;
Objects_104_v;Objects;sandwiches;{07695965} <noun.food> sandwich#1 -- (two (or more) slices of bread with a filling between them);;;;;;;;;;;;;;;;;;;;
Objects_105_h;Objects;knives;"{03623556} <noun.artifact> knife#1 -- (edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle)";"{02974697} <noun.artifact> case#5 -- (a portable container for carrying several objects; ""the musicians left their instrument cases backstage"")";;;;;;;;;;;;;;;;;;;
Objects_106_v;Objects;fridge;{03273913} <noun.artifact> electric refrigerator#1, fridge#1 -- (a refrigerator in which the coolant is pumped around by an electric motor);{07849336} <noun.food> yogurt#1, yoghurt#1, yoghourt#1 -- (a custard-like food made from curdled milk);;;;;;;;;;;;;;;;;;;
Objects_107_h;Objects;toy;{03964744} <noun.artifact> plaything#1, toy#1 -- (an artifact designed to be played with);{14857497} <noun.substance> rubbish#1, trash#1, scrap#2 -- (worthless material that is to be disposed of);;;;;;;;;;;;;;;;;;;
Objects_108_v;Objects;objects;"{00002684} <noun.Tops> object#1, physical object#1 -- (a tangible and visible entity; an entity that can cast a shadow; ""it was full of rackets, balls and other objects"")";{04435180} <noun.artifact> tile#1 -- (a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces);;;;;;;;;;;;;;;;;;;
Objects_109_h;Objects;excrement;{14853947} <noun.substance> body waste#1, excretion#2, excreta#1, excrement#1, excretory product#1 -- (waste matter (as urine or sweat but especially feces) discharged from the body);;;;;;;;;;;;;;;;;;;;
Objects_110_v;Objects;toilet;{04446521} <noun.artifact> toilet1#2, can3#5, commode#1, crapper#1, pot1#2, potty1#1, stool1#4, throne1#2 -- (a plumbing fixture for defecation and urination);"{00370869} <adj.all> blue#1, bluish#1, blueish#1 -- (of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; ""October's bright blue weather""- Helen Hunt Jackson; ""a blue flame""; ""blue haze of tobacco smoke"")";;;;;;;;;;;;;;;;;;;
Objects_111_h;Objects;doll;"{03219135} <noun.artifact> doll#1, dolly#3 -- (a small replica of a person; used as a toy)";{03964744} <noun.artifact> plaything#1, toy#1 -- (an artifact designed to be played with);;;;;;;;;;;;;;;;;;;
Objects_112_h;Objects;bouquet;{02879087} <noun.artifact> bouquet#1, corsage#1, posy#1, nosegay#1 -- (an arrangement of flowers that is usually given as a present);{14881303} <noun.substance> glass#1 -- (a brittle transparent solid with irregular atomic structure);"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";;;;;;;;;;;;;;;;;;
Objects_113_h;Objects;glass;{14881303} <noun.substance> glass#1 -- (a brittle transparent solid with irregular atomic structure);{14844693} <noun.substance> soil1#2, dirt1#1 -- (the part of the earth's surface consisting of humus and disintegrated rock);;;;;;;;;;;;;;;;;;;
Objects_114_h;Objects;suitcase;"{02773838} <noun.artifact> bag1#6, traveling bag#1, travelling bag#1, grip#3, suitcase#1 -- (a portable rectangular container for carrying clothes; ""he carried his small bag onto the plane with him"")";{14844693} <noun.substance> soil1#2, dirt1#1 -- (the part of the earth's surface consisting of humus and disintegrated rock);"{00381097} <adj.all> red1#1, reddish#1, ruddy#2, blood-red#1, carmine#1, cerise#1, cherry#1, cherry-red#1, crimson#1, ruby#1, ruby-red#1, scarlet#1 -- (of a color at the end of the color spectrum (next to orange); resembling the color of blood or cherries or tomatoes or rubies)";;;;;;;;;;;;;;;;;;
Objects_115_h;Objects;coal;{09273130} <noun.object> ember#1, coal#2 -- (a hot fragment of wood or coal that is left from a fire and is glowing or smoldering);"{03623556} <noun.artifact> knife#1 -- (edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle)";;;;;;;;;;;;;;;;;;;
Objects_116_v;Objects;curtain;{03151077} <noun.artifact> curtain#1, drape#1, drapery#1, mantle1#7, pall#3 -- (hanging cloth used as a blind (especially for a window));{04587648} <noun.artifact> window#1 -- (a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air);"{02788689} <noun.artifact> bar#3 -- (a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon; ""there were bars in the windows to prevent escape"")";{14844693} <noun.substance> soil1#2, dirt1#1 -- (the part of the earth's surface consisting of humus and disintegrated rock);;;;;;;;;;;;;;;;;
Objects_117_h;Objects;broken glass;{14881303} <noun.substance> glass#1 -- (a brittle transparent solid with irregular atomic structure);"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";;;;;;;;;;;;;;;;;;;
Objects_118_v;Objects;handcuffs;"{03484576} <noun.artifact> handcuff#1, cuff1#2, handlock#1, manacle#1 -- (shackle that consists of a metal loop that can be locked around the wrist; usually used in pairs)";"{02897820} <noun.artifact> brick#1 -- (rectangular block of clay baked by the sun or in a kiln; used as a building or paving material)";{03804744} <noun.artifact> nail#2 -- (a thin pointed piece of metal that is hammered into materials as a fastener);;;;;;;;;;;;;;;;;;
Objects_119_h;Objects;knife;{03624134} <noun.artifact> knife1#2 -- (a weapon with a handle and blade with a sharp point);"{03309808} <noun.artifact> fabric#1, cloth#1, material#3, textile#1 -- (artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; ""the fabric in the curtains was light and semitransparent""; ""woven cloth originated in Mesopotamia around 5000 BC""; ""she measured off enough material for a dress"")";"{00393105} <adj.all> white1#1 (vs. black1#1) -- (being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; ""as white as fresh snow""; ""a bride's white dress"")";;;;;;;;;;;;;;;;;;
Objects_120_h;Objects;toy;{03964744} <noun.artifact> plaything#1, toy#1 -- (an artifact designed to be played with);"{02883344} <noun.artifact> box#1 -- (a (usually rectangular) container; may have a lid; ""he rummaged through a box of spare parts"")";{03944672} <noun.artifact> pipe#2, pipage#2, piping#2 -- (a long tube made of metal or plastic that is used to carry water or oil or gas etc.);"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";;;;;;;;;;;;;;;;;
Objects_121_v;Objects;toilet;{04446521} <noun.artifact> toilet1#2, can3#5, commode#1, crapper#1, pot1#2, potty1#1, stool1#4, throne1#2 -- (a plumbing fixture for defecation and urination);"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";;;;;;;;;;;;;;;;;;;
Objects_122_h;Objects;garbage;{14857497} <noun.substance> rubbish#1, trash#1, scrap#2 -- (worthless material that is to be disposed of);{03593526} <noun.artifact> jar#1 -- (a vessel (usually cylindrical) with a wide mouth and without handles);{02908217} <noun.artifact> brush#2 -- (an implement that has hairs or bristles firmly set into a handle);;;;;;;;;;;;;;;;;;
Objects_123_h;Objects;broken glass;{14881303} <noun.substance> glass#1 -- (a brittle transparent solid with irregular atomic structure);"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";{04435180} <noun.artifact> tile#1 -- (a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces);;;;;;;;;;;;;;;;;;
Objects_124_h;Objects;toilet;{04446521} <noun.artifact> toilet1#2, can3#5, commode#1, crapper#1, pot1#2, potty1#1, stool1#4, throne1#2 -- (a plumbing fixture for defecation and urination);"{01527420} <adj.all> metallic#1 (vs. nonmetallic#1), metal#1(prenominal) -- (containing or made of or resembling or characteristic of a metal; ""a metallic compound""; ""metallic luster""; ""the strange metallic note of the meadow lark, suggesting the clash of vibrant blades""- Ambrose Bierce)";;;;;;;;;;;;;;;;;;;
Objects_125_h;Objects;toilet;{04446521} <noun.artifact> toilet1#2, can3#5, commode#1, crapper#1, pot1#2, potty1#1, stool1#4, throne1#2 -- (a plumbing fixture for defecation and urination);{14853947} <noun.substance> body waste#1, excretion#2, excreta#1, excrement#1, excretory product#1 -- (waste matter (as urine or sweat but especially feces) discharged from the body);;;;;;;;;;;;;;;;;;;
Objects_126_h;Objects;glass;{03438257} <noun.artifact> glass#2, drinking glass#1 -- (a container for holding liquids while drinking);"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";{03430091} <noun.artifact> gauze1#1, gauze bandage#1 -- ((medicine) bleached cotton cloth of plain weave used for bandages and dressings);;;;;;;;;;;;;;;;;;
Objects_127_h;Objects;dustbin;"{03416900} <noun.artifact> garbage#3 -- (a receptacle where waste can be discarded; ""she tossed the moldy bread into the garbage"")";{02747177} <noun.artifact> ashcan#1, trash can#1, garbage can#1, wastebin#1, ash bin#1, ash-bin#1, ashbin#1, dustbin#1, trash barrel#1, trash bin#1 -- (a bin that holds rubbish until it is collected);;;;;;;;;;;;;;;;;;;
Objects_128_h;Objects;tiles;{04435180} <noun.artifact> tile#1 -- (a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces);{04594489} <noun.artifact> wire1#2, conducting wire#1 -- (a metal conductor that carries electricity over a distance);;;;;;;;;;;;;;;;;;;
Objects_129_h;Objects;shoes;{04199027} <noun.artifact> shoe#1 -- (footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material);{09436708} <noun.object> sky#1 -- (the atmosphere and outer space as viewed from the earth);;;;;;;;;;;;;;;;;;;
Objects_130_h;Objects;lock;{03682487} <noun.artifact> lock#1 -- (a fastener fitted to a door or drawer to keep it firmly closed);"{03221720} <noun.artifact> door#1 -- (a swinging or sliding barrier that will close the entrance to a room or building or vehicle; ""he knocked on the door""; ""he slammed the door as he left"")";"{02576489} <adj.all> wooden#1 -- (made or consisting of (entirely or in part) or employing wood; ""a wooden box""; ""an ancient cart with wooden wheels"")";;;;;;;;;;;;;;;;;;
Objects_131_h;Objects;knives;{03624134} <noun.artifact> knife1#2 -- (a weapon with a handle and blade with a sharp point);"{04565375} <noun.artifact> weapon#1, arm1#3, weapon system#1 -- (any instrument or instrumentality used in fighting or hunting; ""he was licensed to carry a weapon"")";"{03309808} <noun.artifact> fabric#1, cloth#1, material#3, textile#1 -- (artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; ""the fabric in the curtains was light and semitransparent""; ""woven cloth originated in Mesopotamia around 5000 BC""; ""she measured off enough material for a dress"")";"{00393105} <adj.all> white1#1 (vs. black1#1) -- (being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; ""as white as fresh snow""; ""a bride's white dress"")";;;;;;;;;;;;;;;;;
Objects_132_h;Objects;straps;{04333129} <noun.artifact> strap1#1 -- (an elongated leather strip (or a strip of similar material) for binding things together or holding something in position);"{02818832} <noun.artifact> bed#1 -- (a piece of furniture that provides a place to sleep; ""he sat on the edge of the bed""; ""the room had only a bed and chair"")";{03746574} <noun.artifact> mental hospital#1, psychiatric hospital#1, mental institution#1, institution1#5, mental home#1, insane asylum#1, asylum#2 -- (a hospital for mentally incompetent or unbalanced person);;;;;;;;;;;;;;;;;;
Objects_133_h;Objects;objects;"{00002684} <noun.Tops> object#1, physical object#1 -- (a tangible and visible entity; an entity that can cast a shadow; ""it was full of rackets, balls and other objects"")";;;;;;;;;;;;;;;;;;;;
Objects_134_h;Objects;broken objects;"{00002684} <noun.Tops> object#1, physical object#1 -- (a tangible and visible entity; an entity that can cast a shadow; ""it was full of rackets, balls and other objects"")";"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";;;;;;;;;;;;;;;;;;;
Objects_135_h;Objects;bottles;"{02876657} <noun.artifact> bottle#1 -- (a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped)";"{02547317} <adj.all> wet1#1 (vs. dry1#1) -- (covered or soaked with a liquid such as water; ""a wet bathing suit""; ""wet sidewalks""; ""wet weather"")";;;;;;;;;;;;;;;;;;;
Objects_136_h;Objects;objects;"{00002684} <noun.Tops> object#1, physical object#1 -- (a tangible and visible entity; an entity that can cast a shadow; ""it was full of rackets, balls and other objects"")";"{04546855} <noun.artifact> wall#1 -- (an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure; ""the south wall had a small window""; ""the walls were covered with pictures"")";;;;;;;;;;;;;;;;;;;
Objects_137_h;Objects;guns;{03467984} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));;;;;;;;;;;;;;;;;;;;
Objects_138_h;Objects;bottles;"{02876657} <noun.artifact> bottle#1 -- (a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped)";"{03365592} <noun.artifact> floor#1, flooring#1 -- (the inside lower horizontal surface (as of a room, hallway, tent, or other structure); ""they needed rugs to cover the bare floors""; ""we spread our sleeping bags on the dry floor of the tent"")";{04587648} <noun.artifact> window#1 -- (a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air);"{03030663} <noun.artifact> cigarette#1, cigaret#1, coffin nail#1, butt4#6, fag#2 -- (finely ground tobacco wrapped in paper; for smoking)";;;;;;;;;;;;;;;;;
Objects_139_h;Objects;doll head;"{03219135} <noun.artifact> doll#1, dolly#3 -- (a small replica of a person; used as a toy)";"{05538625} <noun.body> head#1, caput#2 -- (the upper part of the human body or the front part of the body in animals; contains the face and brains; ""he stuck his head out the window"")";"{00419289} <adj.all> dirty1#1 (vs. clean1#1), soiled4#1, unclean4#1 -- (soiled or likely to soil with dirt or grime; ""dirty unswept sidewalks""; ""a child in dirty overalls""; ""dirty slums""; ""piles of dirty dishes""; ""put his dirty feet on the clean sheet""; ""wore an unclean shirt""; ""mining is a dirty job""; ""Cinderella did the dirty work while her sisters preened themselves"")";"{01184584} <adj.all> beheaded#1, decapitated#1 -- (having had the head cut off; ""the beheaded prisoners"")";;;;;;;;;;;;;;;;;
Objects_140_h;Objects;bottle;"{02876657} <noun.artifact> bottle#1 -- (a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped)";"{09334396} <noun.object> land#4, dry land#1, earth1#3, ground#1, solid ground#1, terra firma#1 -- (the solid part of the earth's surface; ""the plane turned away from the sea and moved back over land""; ""the earth shook for several minutes""; ""he dropped the logs on the ground"")";{11683331} <noun.plant> pinecone#1 -- (the seed-producing cone of a pine tree);"{13104059} <noun.plant> tree#1 -- (a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms)";;;;;;;;;;;;;;;;;
Objects_141_h;Objects;broken bottle;"{02876657} <noun.artifact> bottle#1 -- (a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped)";"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";"{09334396} <noun.object> land#4, dry land#1, earth1#3, ground#1, solid ground#1, terra firma#1 -- (the solid part of the earth's surface; ""the plane turned away from the sea and moved back over land""; ""the earth shook for several minutes""; ""he dropped the logs on the ground"")";;;;;;;;;;;;;;;;;;
Objects_142_h;Objects;broken bottle;"{02876657} <noun.artifact> bottle#1 -- (a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped)";"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";"{09334396} <noun.object> land#4, dry land#1, earth1#3, ground#1, solid ground#1, terra firma#1 -- (the solid part of the earth's surface; ""the plane turned away from the sea and moved back over land""; ""the earth shook for several minutes""; ""he dropped the logs on the ground"")";;;;;;;;;;;;;;;;;;
Objects_143_h;Objects;guns and knives;{03467984} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));{03624134} <noun.artifact> knife1#2 -- (a weapon with a handle and blade with a sharp point);"{03309808} <noun.artifact> fabric#1, cloth#1, material#3, textile#1 -- (artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; ""the fabric in the curtains was light and semitransparent""; ""woven cloth originated in Mesopotamia around 5000 BC""; ""she measured off enough material for a dress"")";"{00393105} <adj.all> white1#1 (vs. black1#1) -- (being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; ""as white as fresh snow""; ""a bride's white dress"")";;;;;;;;;;;;;;;;;
Objects_144_h;Objects;dirt;{14844693} <noun.substance> soil1#2, dirt1#1 -- (the part of the earth's surface consisting of humus and disintegrated rock);{15019030} <noun.substance> sand#1 -- (a loose material consisting of grains of rock or coral);"{01908889} <adj.all> contaminated#2, polluted#1 -- (rendered unwholesome by contaminants and pollution; ""had to boil the contaminated water""; ""polluted lakes and streams"")";;;;;;;;;;;;;;;;;;
Objects_145_h;Objects;coffins;{03064758} <noun.artifact> coffin#1, casket1#1 -- (box in which a corpse is buried or cremated);;;;;;;;;;;;;;;;;;;;
Objects_146_h;Objects;glass;{03438257} <noun.artifact> glass#2, drinking glass#1 -- (a container for holding liquids while drinking);{04587648} <noun.artifact> window#1 -- (a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air);;;;;;;;;;;;;;;;;;;
Objects_147_v;Objects;knife;{03624134} <noun.artifact> knife1#2 -- (a weapon with a handle and blade with a sharp point);"{03309808} <noun.artifact> fabric#1, cloth#1, material#3, textile#1 -- (artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; ""the fabric in the curtains was light and semitransparent""; ""woven cloth originated in Mesopotamia around 5000 BC""; ""she measured off enough material for a dress"")";"{00393105} <adj.all> white1#1 (vs. black1#1) -- (being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; ""as white as fresh snow""; ""a bride's white dress"")";;;;;;;;;;;;;;;;;;
Objects_148_h;Objects;guns and handcuffs;{03467984} <noun.artifact> gun#1 -- (a weapon that discharges a missile at high velocity (especially from a metal tube or barrel));"{03484576} <noun.artifact> handcuff#1, cuff1#2, handlock#1, manacle#1 -- (shackle that consists of a metal loop that can be locked around the wrist; usually used in pairs)";{02916350} <noun.artifact> bullet#1, slug#1 -- (a projectile that is fired from a gun);"{04090263} <noun.artifact> rifle#1 -- (a shoulder firearm with a long barrel and a rifled bore; ""he lifted the rifle to his shoulder and fired"")";;;;;;;;;;;;;;;;;
Objects_149_h;Objects;blood;"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";{03513376} <noun.artifact> helmet1#1 -- (armor plate that protects the head);{04199027} <noun.artifact> shoe#1 -- (footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material);{04096066} <noun.artifact> road#1, route#2 -- (an open way (generally public) for travel or transportation);;;;;;;;;;;;;;;;;
Objects_150_h;Objects;dog collar;{03217814} <noun.artifact> dog collar#1 -- (a collar for a dog);;;;;;;;;;;;;;;;;;;;
Objects_151_h;Objects;garbage;{14857497} <noun.substance> rubbish#1, trash#1, scrap#2 -- (worthless material that is to be disposed of);;;;;;;;;;;;;;;;;;;;
Objects_152_v;Objects;bottle;"{02876657} <noun.artifact> bottle#1 -- (a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped)";"{04118635} <noun.artifact> ruin#2 -- (a ruined building; ""they explored several Roman ruins"")";;;;;;;;;;;;;;;;;;;
Objects_153_h;Objects;rust;{14889479} <noun.substance> rust#1 -- (a red or brown oxide coating on iron or steel caused by the action of oxygen and moisture);;;;;;;;;;;;;;;;;;;;
Objects_154_h;Objects;blood;"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";{03807537} <noun.artifact> napkin#1, table napkin#1, serviette#1 -- (a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing);;;;;;;;;;;;;;;;;;;
Objects_155_h;Objects;flowerpot;{03991062} <noun.artifact> pot4#4, flowerpot#1 -- (a container in which plants are cultivated);{15043763} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground);;;;;;;;;;;;;;;;;;;
Objects_156_v;Objects;bathtub;{02808440} <noun.artifact> bathtub#1, bathing tub#1, bath#3, tub1#1 -- (a relatively large open container that you fill with water and use to wash the body);"{00419289} <adj.all> dirty1#1 (vs. clean1#1), soiled4#1, unclean4#1 -- (soiled or likely to soil with dirt or grime; ""dirty unswept sidewalks""; ""a child in dirty overalls""; ""dirty slums""; ""piles of dirty dishes""; ""put his dirty feet on the clean sheet""; ""wore an unclean shirt""; ""mining is a dirty job""; ""Cinderella did the dirty work while her sisters preened themselves"")";;;;;;;;;;;;;;;;;;;
Objects_157_h;Objects;bottles;"{02876657} <noun.artifact> bottle#1 -- (a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped)";"{00419289} <adj.all> dirty1#1 (vs. clean1#1), soiled4#1, unclean4#1 -- (soiled or likely to soil with dirt or grime; ""dirty unswept sidewalks""; ""a child in dirty overalls""; ""dirty slums""; ""piles of dirty dishes""; ""put his dirty feet on the clean sheet""; ""wore an unclean shirt""; ""mining is a dirty job""; ""Cinderella did the dirty work while her sisters preened themselves"")";;;;;;;;;;;;;;;;;;;
Objects_158_h;Objects;doll arm;"{03219135} <noun.artifact> doll#1, dolly#3 -- (a small replica of a person; used as a toy)";"{05563770} <noun.body> arm#1 -- (a human limb; technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb)";"{00419289} <adj.all> dirty1#1 (vs. clean1#1), soiled4#1, unclean4#1 -- (soiled or likely to soil with dirt or grime; ""dirty unswept sidewalks""; ""a child in dirty overalls""; ""dirty slums""; ""piles of dirty dishes""; ""put his dirty feet on the clean sheet""; ""wore an unclean shirt""; ""mining is a dirty job""; ""Cinderella did the dirty work while her sisters preened themselves"")";;;;;;;;;;;;;;;;;;
Objects_159_v;Objects;broken shelf;{04190052} <noun.artifact> shelf#1 -- (a support that consists of a horizontal surface for holding objects);"{00289082} <adj.all> broken1#1 (vs. unbroken1#5) -- (physically and forcibly separated into pieces or cracked or split; ""a broken mirror""; ""a broken tooth""; ""a broken leg""; ""his neck is broken"")";;;;;;;;;;;;;;;;;;;
Objects_160_h;Objects;sculptures;{00937656} <noun.act> sculpture#2, carving#3 -- (creating figures or designs in three dimensions);"{05538625} <noun.body> head#1, caput#2 -- (the upper part of the human body or the front part of the body in animals; contains the face and brains; ""he stuck his head out the window"")";"{01482075} <verb.contact> hang3#1 -- (be suspended or hanging; ""The flag hung on the wall"")";;;;;;;;;;;;;;;;;;
Objects_161_v;Objects;kettle;"{03612814} <noun.artifact> kettle#1, boiler1#2 -- (a metal pot for stewing or boiling; usually has a lid)";"{04330340} <noun.artifact> stove1#1, kitchen stove#1, range1#9, kitchen range#1, cooking stove#1 -- (a kitchen appliance used for cooking food; ""dinner was already on the stove"")";{03619890} <noun.artifact> kitchen#1 -- (a room equipped for preparing meals);;;;;;;;;;;;;;;;;;
